,Unnamed: 0,ID,arrival_club,arrival_league,player_name,age,position,transfer_price,year_1,year_2,origin_club,origin_league,grouping_position,arrival_club_tier,origin_club_tier,age_grouping_1,age_grouping_2,transfer_price_group1,transfer_price_group2,nationality,pot_fifa,ovr_fifa,height,overall_app,overall_gls,potential_fifa,overall_fifa,new_height,appearances,goals,N
2555,2555,1392,Chelsea FC,Premier League,Marko Marin,23,Attacking Midfield,7.2,2012,Before2016,SV Werder Bremen,1 Bundesliga,M,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,83.0,81.0,5.5760000000000005,171.0,19.0,75to84,75to84,5.5to6,150to300,below20,EU
2562,2562,780,Bayern Munich,1 Bundesliga,Sandro Wagner,30,Centre Forward,11.7,2017,After2016,TSG 1899 Hoffenheim,1 Bundesliga,F,Tier_1,Tier_2,U30,Under30,40Mto10M,20Mto5M,Germany,78.0,74.0,6.3632,291.0,63.0,75to84,65to74,6to6.5,150to300,50to100,EU
2565,2565,1694,Hamburger SV,1 Bundesliga,Lewis Holtby,24,Attacking Midfield,5.85,2015,Before2016,Tottenham Hotspur,Premier League,M,Tier_2,Tier_1,U25,Under30,10Mto5M,20Mto5M,Germany,80.0,78.0,5.7728,157.0,25.0,75to84,75to84,5.5to6,150to300,20to50,EU
2567,2567,1597,Stoke City,Premier League,Robert Huth,24,Centre Back,6.3,2009,Before2016,Middlesbrough FC,Premier League,D,Tier_2,Tier_3,U25,Under30,10Mto5M,20Mto5M,Germany,82.0,79.0,6.2648,95.0,2.0,75to84,75to84,6to6.5,50to150,below20,EU
2570,2570,531,Borussia Dortmund,1 Bundesliga,Marco Reus,23,Attacking Midfield,15.39,2012,Before2016,Borussia Mönchengladbach,1 Bundesliga,M,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,Germany,84.0,76.0,5.904,146.0,44.0,75to84,75to84,6to6.5,50to150,20to50,EU
2576,2576,826,Manchester City,Premier League,Jérôme Boateng,21,Centre Back,11.25,2010,Before2016,Hamburger SV,1 Bundesliga,D,Tier_1,Tier_2,U21,Under23,40Mto10M,20Mto5M,Germany,85.0,73.0,6.2976,109.0,1.0,85above,65to74,6to6.5,50to150,below20,EU
2577,2577,752,Bayern Munich,1 Bundesliga,Jérôme Boateng,22,Centre Back,12.15,2011,Before2016,Manchester City,Premier League,D,Tier_1,Tier_1,U25,Under23,40Mto10M,20Mto5M,Germany,86.0,76.0,6.2976,125.0,1.0,85above,75to84,6to6.5,50to150,below20,EU
2578,2578,504,Real Madrid,Primera Division,Mesut Özil,21,Attacking Midfield,16.2,2010,Before2016,SV Werder Bremen,1 Bundesliga,M,Tier_1,Tier_2,U21,Under23,40Mto10M,20Mto5M,Germany,88.0,74.0,6.0024,101.0,13.0,85above,65to74,6to6.5,50to150,below20,EU
2579,2579,60,Arsenal FC,Premier League,Mesut Özil,24,Attacking Midfield,42.3,2013,Before2016,Real Madrid,Primera Division,M,Tier_1,Tier_1,U25,Under30,80Mto40M,60Mto20M,Germany,90.0,86.0,6.0024,206.0,32.0,85above,85above,6to6.5,150to300,20to50,EU
2581,2581,574,FC Schalke 04,1 Bundesliga,Sebastian Rudy,28,Defensive Midfield,14.4,2018,After2016,Bayern Munich,1 Bundesliga,M,Tier_2,Tier_1,U30,Under30,40Mto10M,20Mto5M,Germany,81.0,79.0,5.8712,272.0,24.0,75to84,75to84,5.5to6,150to300,20to50,EU
2583,2583,730,Real Madrid,Primera Division,Sami Khedira,23,Central Midfield,12.6,2010,Before2016,VfB Stuttgart,1 Bundesliga,M,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,Germany,87.0,74.0,6.1992,119.0,15.0,85above,65to74,6to6.5,50to150,below20,EU
2584,2584,1490,Hamburger SV,1 Bundesliga,Heiko Westermann,26,Centre Back,6.75,2010,Before2016,FC Schalke 04,1 Bundesliga,D,Tier_2,Tier_2,U30,Under30,10Mto5M,20Mto5M,Germany,84.0,82.0,6.232,279.0,20.0,75to84,75to84,6to6.5,150to300,20to50,EU
2589,2589,398,Bayer 04 Leverkusen,1 Bundesliga,Kevin Volland,23,Centre Forward,18.0,2016,After2016,TSG 1899 Hoffenheim,1 Bundesliga,F,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,Germany,85.0,79.0,5.8712,189.0,53.0,85above,75to84,5.5to6,150to300,50to100,EU
2596,2596,848,Borussia Dortmund,1 Bundesliga,Sebastian Rode,25,Central Midfield,10.8,2016,After2016,Bayern Munich,1 Bundesliga,M,Tier_1,Tier_1,U25,Under30,40Mto10M,20Mto5M,Germany,81.0,78.0,5.8712,147.0,8.0,75to84,75to84,5.5to6,50to150,below20,EU
2599,2599,249,Manchester City,Premier League,Ilkay Gündogan,25,Central Midfield,24.3,2016,After2016,Borussia Dortmund,1 Bundesliga,M,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Germany,78.12781955,70.90105720000001,5.904,155.0,17.0,75to84,65to74,6to6.5,150to300,below20,EU
2611,2611,949,Arsenal FC,Premier League,Per Mertesacker,26,Centre Back,10.17,2011,Before2016,SV Werder Bremen,1 Bundesliga,D,Tier_1,Tier_2,U30,Under30,40Mto10M,20Mto5M,Germany,85.0,84.0,6.4944,237.0,20.0,85above,75to84,6to6.5,150to300,20to50,EU
2615,2615,1196,VfL Wolfsburg,1 Bundesliga,Christian Träsch,23,Defensive Midfield,8.1,2011,Before2016,VfB Stuttgart,1 Bundesliga,M,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,77.0,72.0,5.904,161.0,8.0,75to84,65to74,6to6.5,150to300,below20,EU
2616,2616,1047,Bayer 04 Leverkusen,1 Bundesliga,Bernd Leno,19,Goalkeeper,9.0,2011,Before2016,VfB Stuttgart,1 Bundesliga,GK,Tier_1,Tier_2,U21,Under23,10Mto5M,20Mto5M,Germany,78.12781955,70.90105720000001,6.232,57.0,0.0,75to84,65to74,6to6.5,50to150,below20,EU
2617,2617,284,Arsenal FC,Premier League,Bernd Leno,26,Goalkeeper,22.5,2018,After2016,Bayer 04 Leverkusen,1 Bundesliga,GK,Tier_1,Tier_1,U30,Under30,40Mto10M,60Mto20M,Germany,88.0,86.0,6.232,290.0,0.0,85above,85above,6to6.5,150to300,below20,EU
2619,2619,192,Bayern Munich,1 Bundesliga,Manuel Neuer,25,Goalkeeper,27.0,2011,Before2016,FC Schalke 04,1 Bundesliga,GK,Tier_1,Tier_2,U25,Under30,40Mto10M,60Mto20M,Germany,90.0,83.0,6.3304,185.0,0.0,85above,75to84,6to6.5,150to300,below20,EU
2620,2620,1292,Bayer 04 Leverkusen,1 Bundesliga,André Schürrle,20,Left Winger,7.65,2011,Before2016,1.FSV Mainz 05,1 Bundesliga,F,Tier_1,Tier_2,U21,Under23,10Mto5M,20Mto5M,Germany,78.12781955,70.90105720000001,6.0352,66.0,20.0,75to84,65to74,6to6.5,50to150,20to50,EU
2621,2621,353,Chelsea FC,Premier League,André Schürrle,22,Left Winger,19.8,2013,Before2016,Bayer 04 Leverkusen,1 Bundesliga,F,Tier_1,Tier_1,U25,Under23,40Mto10M,20Mto5M,Germany,85.0,79.0,6.0352,131.0,38.0,85above,75to84,6to6.5,50to150,20to50,EU
2622,2622,169,VfL Wolfsburg,1 Bundesliga,André Schürrle,24,Left Winger,28.8,2014,Before2016,Chelsea FC,Premier League,F,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Germany,85.0,80.0,6.0352,136.1753754,20.22582583,85above,75to84,6to6.5,50to150,20to50,EU
2623,2623,194,Borussia Dortmund,1 Bundesliga,André Schürrle,25,Left Winger,27.0,2016,After2016,VfL Wolfsburg,1 Bundesliga,F,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Germany,83.0,80.0,6.0352,218.0,59.0,75to84,75to84,6to6.5,150to300,50to100,EU
2640,2640,1735,Genoa CFC,Serie A,Alexander Merkel,19,Central Midfield,5.85,2011,Before2016,AC Milan,Serie A,M,Tier_1,Tier_1,U21,Under23,10Mto5M,20Mto5M,Germany,86.0,70.90105720000001,5.8712,6.0,0.0,85above,65to74,5.5to6,below50,below20,EU
2650,2650,854,Bayer 04 Leverkusen,1 Bundesliga,Mitchell Weiser,24,Right Back,10.8,2018,After2016,Hertha BSC,1 Bundesliga,D,Tier_1,Tier_3,U25,Under30,40Mto10M,20Mto5M,Germany,83.0,77.0,5.8056,137.0,11.0,75to84,75to84,5.5to6,50to150,below20,EU
2651,2651,1563,Bayer 04 Leverkusen,1 Bundesliga,Philipp Wollscheid,23,Centre Back,6.3,2012,Before2016,1.FC Nuremberg,1 Bundesliga,D,Tier_1,Tier_4,U25,Under23,10Mto5M,20Mto5M,Germany,81.0,59.0,6.3632,140.0,9.0,75to84,below65,6to6.5,50to150,below20,EU
2670,2670,1158,Paris Saint-Germain,Ligue 1,Kevin Trapp,25,Goalkeeper,8.55,2015,Before2016,Eintracht Frankfurt,1 Bundesliga,GK,Tier_1,Tier_2,U25,Under30,10Mto5M,20Mto5M,Germany,84.0,80.0,6.1992,153.0,0.0,75to84,75to84,6to6.5,150to300,below20,EU
2671,2671,1575,Eintracht Frankfurt,1 Bundesliga,Kevin Trapp,29,Goalkeeper,6.3,2019,After2016,Paris Saint-Germain,Ligue 1,GK,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,Germany,83.0,80.0,6.1992,216.0,0.0,75to84,75to84,6to6.5,150to300,below20,EU
2675,2675,846,VfL Wolfsburg,1 Bundesliga,Max Kruse,27,Centre Forward,10.8,2015,Before2016,Borussia Mönchengladbach,1 Bundesliga,F,Tier_1,Tier_2,U30,Under30,40Mto10M,20Mto5M,Germany,81.0,78.0,5.904,267.0,63.0,75to84,75to84,6to6.5,150to300,50to100,EU
2676,2676,1493,SV Werder Bremen,1 Bundesliga,Max Kruse,28,Centre Forward,6.75,2016,After2016,VfL Wolfsburg,1 Bundesliga,F,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,Germany,81.0,79.0,5.904,299.0,69.0,75to84,75to84,6to6.5,150to300,50to100,EU
2686,2686,1777,TSG 1899 Hoffenheim,1 Bundesliga,Leonardo Bittencourt,24,Attacking Midfield,5.4,2018,After2016,1. FC Köln,1 Bundesliga,M,Tier_2,Tier_3,U25,Under30,10Mto5M,20Mto5M,Germany,82.0,77.0,5.6088,174.0,22.0,75to84,75to84,5.5to6,150to300,20to50,EU
2689,2689,1773,Hamburger SV,1 Bundesliga,André Hahn,26,Right Winger,5.4,2017,After2016,Borussia Mönchengladbach,1 Bundesliga,F,Tier_2,Tier_2,U30,Under30,10Mto5M,20Mto5M,Germany,78.0,77.0,6.068,227.0,43.0,75to84,75to84,6to6.5,150to300,20to50,EU
2696,2696,878,Liverpool FC,Premier League,Emre Can,20,Defensive Midfield,10.8,2014,Before2016,Bayer 04 Leverkusen,1 Bundesliga,M,Tier_1,Tier_1,U21,Under23,40Mto10M,20Mto5M,Germany,83.0,66.0,6.0352,64.0,7.0,75to84,65to74,6to6.5,50to150,below20,EU
2699,2699,125,Bayern Munich,1 Bundesliga,Mario Götze,21,Attacking Midfield,33.3,2013,Before2016,Borussia Dortmund,1 Bundesliga,M,Tier_1,Tier_1,U21,Under23,40Mto10M,60Mto20M,Germany,92.0,84.0,5.7728,83.0,22.0,85above,75to84,5.5to6,50to150,20to50,EU
2700,2700,346,Borussia Dortmund,1 Bundesliga,Mario Götze,24,Attacking Midfield,19.8,2016,After2016,Bayern Munich,1 Bundesliga,M,Tier_1,Tier_1,U25,Under30,40Mto10M,20Mto5M,Germany,88.0,85.0,5.7728,156.0,44.0,85above,85above,5.5to6,150to300,20to50,EU
2705,2705,717,VfL Wolfsburg,1 Bundesliga,Daniel Ginczek,27,Centre Forward,12.6,2018,After2016,VfB Stuttgart,1 Bundesliga,F,Tier_1,Tier_2,U30,Under30,40Mto10M,20Mto5M,Germany,77.0,75.0,6.2648,211.0,75.0,75to84,75to84,6to6.5,150to300,50to100,EU
2712,2712,270,Borussia Dortmund,1 Bundesliga,Julian Brandt,23,Left Winger,22.5,2019,After2016,Bayer 04 Leverkusen,1 Bundesliga,F,Tier_1,Tier_1,U25,Under23,40Mto10M,60Mto20M,Germany,88.0,82.0,6.068,166.0,34.0,85above,75to84,6to6.5,150to300,20to50,EU
2721,2721,1015,FC Schalke 04,1 Bundesliga,Johannes Geis,21,Defensive Midfield,9.45,2015,Before2016,1.FSV Mainz 05,1 Bundesliga,M,Tier_2,Tier_2,U21,Under23,10Mto5M,20Mto5M,Germany,85.0,74.0,5.9368,112.0,10.0,85above,65to74,6to6.5,50to150,below20,EU
2730,2730,292,Real Madrid,Primera Division,Toni Kroos,24,Central Midfield,22.5,2014,Before2016,Bayern Munich,1 Bundesliga,M,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Germany,88.0,84.0,6.0024,143.0,17.0,85above,75to84,6to6.5,50to150,below20,EU
2734,2734,1051,Borussia Dortmund,1 Bundesliga,Matthias Ginter,20,Centre Back,9.0,2014,Before2016,SC Freiburg,1 Bundesliga,D,Tier_1,Tier_3,U21,Under23,10Mto5M,20Mto5M,Germany,84.0,72.0,6.1992,70.0,2.0,75to84,65to74,6to6.5,50to150,below20,EU
2735,2735,534,Borussia Mönchengladbach,1 Bundesliga,Matthias Ginter,23,Centre Back,15.3,2017,After2016,Borussia Dortmund,1 Bundesliga,D,Tier_2,Tier_1,U25,Under23,40Mto10M,20Mto5M,Germany,82.0,76.0,6.1992,137.0,5.0,75to84,75to84,6to6.5,50to150,below20,EU
2742,2742,899,FC Barcelona,Primera Division,Marc-André ter Stegen,22,Goalkeeper,10.8,2014,Before2016,Borussia Mönchengladbach,1 Bundesliga,GK,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,Germany,88.0,80.0,6.1336,126.0,0.0,85above,75to84,6to6.5,50to150,below20,EU
2743,2743,1295,Hamburger SV,1 Bundesliga,Pierre-Michel Lasogga,22,Centre Forward,7.65,2014,Before2016,Hertha BSC,1 Bundesliga,F,Tier_2,Tier_3,U25,Under23,10Mto5M,20Mto5M,Germany,82.0,74.0,6.1992,75.0,25.0,75to84,65to74,6to6.5,50to150,20to50,EU
2751,2751,1429,Valencia CF,Primera Division,Shkodran Mustafi,22,Centre Back,7.2,2014,Before2016,UC Sampdoria,Serie A,D,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,80.0,63.0,6.0352,51.0,1.0,75to84,below65,6to6.5,50to150,below20,EU
2752,2752,85,Arsenal FC,Premier League,Shkodran Mustafi,24,Centre Back,36.9,2016,After2016,Valencia CF,Ligue 1,D,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Germany,87.0,78.0,6.0352,115.0,7.0,85above,75to84,6to6.5,50to150,below20,EU
2757,2757,960,Borussia Dortmund,1 Bundesliga,Gonzalo Castro,28,Central Midfield,9.9,2015,Before2016,Bayer 04 Leverkusen,1 Bundesliga,M,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,Germany,78.12781955,70.90105720000001,5.6416,296.0,28.0,75to84,65to74,5.5to6,150to300,20to50,EU
2761,2761,1298,Eintracht Frankfurt,1 Bundesliga,Dominik Kohr,25,Central Midfield,7.65,2019,After2016,Bayer 04 Leverkusen,1 Bundesliga,M,Tier_2,Tier_1,U25,Under30,10Mto5M,20Mto5M,Germany,80.0,77.0,6.0024,212.0,7.0,75to84,75to84,6to6.5,150to300,below20,EU
2762,2762,1223,Manchester United,Premier League,Bastian Schweinsteiger,30,Central Midfield,8.1,2015,Before2016,Bayern Munich,1 Bundesliga,M,Tier_1,Tier_1,U30,Under30,10Mto5M,20Mto5M,Germany,88.0,88.0,6.0024,376.0,47.0,85above,85above,6to6.5,300above,20to50,EU
2764,2764,1348,Borussia Mönchengladbach,1 Bundesliga,Jonas Hofmann,23,Central Midfield,7.2,2015,Before2016,Borussia Dortmund,1 Bundesliga,M,Tier_2,Tier_1,U25,Under23,10Mto5M,20Mto5M,Germany,79.0,72.0,5.8384,124.0,23.0,75to84,65to74,5.5to6,50to150,20to50,EU
2765,2765,1491,Bayer 04 Leverkusen,1 Bundesliga,Jonathan Tah,19,Centre Back,6.75,2015,Before2016,Hamburger SV,1 Bundesliga,D,Tier_1,Tier_2,U21,Under23,10Mto5M,20Mto5M,Germany,83.0,68.0,6.396,24.0,0.0,75to84,65to74,6to6.5,below50,below20,EU
2767,2767,1296,Bayern Munich,1 Bundesliga,Joshua Kimmich,20,Right Back,7.65,2015,Before2016,VfB Stuttgart,1 Bundesliga,D,Tier_1,Tier_2,U21,Under23,10Mto5M,20Mto5M,Germany,81.0,70.90105720000001,5.7728,53.0,3.0,75to84,65to74,5.5to6,50to150,below20,EU
2772,2772,73,VfL Wolfsburg,1 Bundesliga,Julian Draxler,21,Attacking Midfield,38.7,2015,Before2016,FC Schalke 04,1 Bundesliga,M,Tier_1,Tier_2,U21,Under23,40Mto10M,60Mto20M,Germany,85.0,80.0,6.068,119.0,18.0,85above,75to84,6to6.5,50to150,below20,EU
2773,2773,130,Paris Saint-Germain,Ligue 1,Julian Draxler,23,Attacking Midfield,32.4,2016,After2016,VfL Wolfsburg,1 Bundesliga,M,Tier_1,Tier_1,U25,Under23,40Mto10M,60Mto20M,Germany,85.0,80.0,6.068,153.0,23.0,85above,75to84,6to6.5,150to300,20to50,EU
2786,2786,265,Borussia Dortmund,1 Bundesliga,Nico Schulz,26,Left Back,22.95,2019,After2016,TSG 1899 Hoffenheim,1 Bundesliga,D,Tier_1,Tier_2,U30,Under30,40Mto10M,60Mto20M,Germany,82.0,76.0,5.9368,179.0,5.0,75to84,75to84,6to6.5,150to300,below20,EU
2800,2800,779,VfL Wolfsburg,1 Bundesliga,Yannick Gerhardt,22,Central Midfield,11.7,2016,After2016,1. FC Köln,1 Bundesliga,M,Tier_1,Tier_3,U25,Under23,40Mto10M,20Mto5M,Germany,83.0,70.0,6.0352,71.0,5.0,75to84,65to74,6to6.5,50to150,below20,EU
2804,2804,632,Borussia Mönchengladbach,1 Bundesliga,Christoph Kramer,25,Defensive Midfield,13.5,2016,After2016,Bayer 04 Leverkusen,1 Bundesliga,M,Tier_2,Tier_1,U25,Under30,40Mto10M,20Mto5M,Germany,81.0,77.0,6.2648,55.0,0.0,75to84,75to84,6to6.5,50to150,below20,EU
2812,2812,170,Bayer 04 Leverkusen,1 Bundesliga,Kerem Demirbay,25,Central Midfield,28.8,2019,After2016,TSG 1899 Hoffenheim,1 Bundesliga,M,Tier_1,Tier_2,U25,Under30,40Mto10M,60Mto20M,Germany,85.0,80.0,6.068,147.0,29.0,85above,75to84,6to6.5,50to150,20to50,EU
2819,2819,716,RB Leipzig,1 Bundesliga,Timo Werner,20,Centre Forward,12.6,2016,After2016,VfB Stuttgart,1 Bundesliga,F,Tier_2,Tier_2,U21,Under23,40Mto10M,20Mto5M,Germany,84.0,71.0,5.904,95.0,13.0,75to84,65to74,6to6.5,50to150,below20,EU
2821,2821,1253,AS Roma,Serie A,Antonio Rüdiger,23,Centre Back,8.1,2016,After2016,VfB Stuttgart,1 Bundesliga,D,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,82.0,74.0,6.232,88.0,5.0,75to84,65to74,6to6.5,50to150,below20,EU
2822,2822,147,Chelsea FC,Premier League,Antonio Rüdiger,24,Centre Back,31.5,2017,After2016,AS Roma,Serie A,D,Tier_1,Tier_1,U25,Under30,40Mto10M,60Mto20M,Germany,84.0,76.0,6.232,144.0,7.0,75to84,75to84,6to6.5,50to150,below20,EU
2828,2828,54,Manchester City,Premier League,Leroy Sané,20,Left Winger,45.45,2016,After2016,FC Schalke 04,1 Bundesliga,F,Tier_1,Tier_2,U21,Under23,80Mto40M,60Mto20M,Germany,87.0,66.0,6.0024,47.0,11.0,85above,65to74,6to6.5,below50,below20,EU
2829,2829,1757,Liverpool FC,Premier League,Loris Karius,23,Goalkeeper,5.58,2016,After2016,1.FSV Mainz 05,1 Bundesliga,GK,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,85.0,76.0,6.1992,118.0,0.0,85above,75to84,6to6.5,50to150,below20,EU
2839,2839,1353,Bayern Munich,1 Bundesliga,Serge Gnabry,21,Right Winger,7.2,2017,After2016,SV Werder Bremen,1 Bundesliga,F,Tier_1,Tier_2,U21,Under23,10Mto5M,20Mto5M,Germany,86.0,70.0,5.74,38.0,12.0,85above,65to74,5.5to6,below50,below20,EU
2848,2848,1355,Hertha BSC,1 Bundesliga,Davie Selke,22,Centre Forward,7.2,2017,After2016,RB Leipzig,1 Bundesliga,F,Tier_3,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,82.0,72.0,6.3632,84.0,23.0,75to84,65to74,6to6.5,50to150,20to50,EU
2849,2849,401,Borussia Dortmund,1 Bundesliga,Maximilian Philipp,23,Second Striker,18.0,2017,After2016,SC Freiburg,1 Bundesliga,F,Tier_1,Tier_3,U25,Under23,40Mto10M,20Mto5M,Germany,81.0,72.0,5.904,115.0,30.0,75to84,65to74,6to6.5,50to150,20to50,EU
2850,2850,428,Dinamo Moscow,Other,Maximilian Philipp,25,Second Striker,18.0,2019,After2016,Borussia Dortmund,1 Bundesliga,F,Tier_2,Tier_1,U25,Under30,40Mto10M,20Mto5M,Germany,82.0,78.0,5.904,150.0,40.0,75to84,75to84,6to6.5,150to300,20to50,EU
2851,2851,1569,1. FC Köln,1 Bundesliga,Jannes Horn,20,Left Back,6.3,2017,After2016,VfL Wolfsburg,1 Bundesliga,D,Tier_3,Tier_1,U21,Under23,10Mto5M,20Mto5M,Germany,76.0,58.0,6.1008,4.0,0.0,75to84,below65,6to6.5,below50,below20,EU
2855,2855,399,Bayern Munich,1 Bundesliga,Niklas Süle,21,Centre Back,18.0,2017,After2016,TSG 1899 Hoffenheim,1 Bundesliga,D,Tier_1,Tier_2,U21,Under23,40Mto10M,20Mto5M,Germany,88.0,79.0,6.396,113.0,7.0,85above,75to84,6to6.5,50to150,below20,EU
2856,2856,1568,Borussia Dortmund,1 Bundesliga,Jeremy Toljan,23,Right Back,6.3,2017,After2016,TSG 1899 Hoffenheim,1 Bundesliga,D,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,80.0,70.0,5.9696,56.0,2.0,75to84,65to74,6to6.5,50to150,below20,EU
2859,2859,852,Borussia Dortmund,1 Bundesliga,Mahmoud Dahoud,21,Central Midfield,10.8,2017,After2016,Borussia Mönchengladbach,1 Bundesliga,M,Tier_1,Tier_2,U21,Under23,40Mto10M,20Mto5M,Germany,87.0,73.0,5.8056,61.0,7.0,85above,65to74,5.5to6,50to150,below20,EU
2869,2869,409,AS Monaco,Ligue 1,Benjamin Henrichs,21,Right Back,18.0,2018,After2016,Bayer 04 Leverkusen,1 Bundesliga,D,Tier_1,Tier_1,U21,Under23,40Mto10M,20Mto5M,Germany,85.0,75.0,6.0024,61.0,0.0,85above,75to84,6to6.5,50to150,below20,EU
2875,2875,126,Paris Saint-Germain,Ligue 1,Thilo Kehrer,21,Centre Back,33.3,2018,After2016,FC Schalke 04,1 Bundesliga,D,Tier_1,Tier_2,U21,Under23,40Mto10M,60Mto20M,Germany,84.0,68.0,6.068,64.0,4.0,75to84,65to74,6to6.5,50to150,below20,EU
2877,2877,1016,FC Schalke 04,1 Bundesliga,Suat Serdar,21,Central Midfield,9.45,2018,After2016,1.FSV Mainz 05,1 Bundesliga,M,Tier_2,Tier_2,U21,Under23,10Mto5M,20Mto5M,Germany,82.0,68.0,6.0024,58.0,2.0,75to84,65to74,6to6.5,50to150,below20,EU
2884,2884,1577,Hertha BSC,1 Bundesliga,Eduard Löwen,22,Central Midfield,6.3,2019,After2016,1.FC Nuremberg,1 Bundesliga,M,Tier_3,Tier_4,U25,Under23,10Mto5M,20Mto5M,Germany,80.0,68.0,6.1664,79.0,8.0,75to84,65to74,6to6.5,50to150,below20,EU
2887,2887,1060,PSV Eindhoven,Other,Timo Baumgartl,23,Centre Back,9.0,2019,After2016,VfB Stuttgart,1 Bundesliga,D,Tier_2,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,81.0,75.0,6.4288,138.0,5.0,75to84,75to84,6to6.5,50to150,below20,EU
2888,2888,1203,Bayer 04 Leverkusen,1 Bundesliga,Nadiem Amiri,22,Attacking Midfield,8.1,2019,After2016,TSG 1899 Hoffenheim,1 Bundesliga,M,Tier_1,Tier_2,U25,Under23,10Mto5M,20Mto5M,Germany,85.0,78.0,5.904,127.0,15.0,85above,75to84,6to6.5,50to150,below20,EU
2889,2889,1699,SV Werder Bremen,1 Bundesliga,Niclas Füllkrug,26,Centre Forward,5.85,2019,After2016,Hannover 96,1 Bundesliga,F,Tier_2,Tier_3,U30,Under30,10Mto5M,20Mto5M,Germany,78.0,76.0,6.1992,199.0,56.0,75to84,75to84,6to6.5,150to300,50to100,EU
2895,2895,1529,AC Milan,Serie A,Kevin-Prince Boateng,24,Centre Forward,6.75,2011,Before2016,Genoa CFC,Serie A,F,Tier_1,Tier_1,U25,Under30,10Mto5M,20Mto5M,Ghana,84.0,75.0,6.1008,136.1753754,20.22582583,75to84,75to84,6to6.5,50to150,20to50,AF
2896,2896,1049,FC Schalke 04,1 Bundesliga,Kevin-Prince Boateng,26,Centre Forward,9.0,2013,Before2016,AC Milan,Serie A,F,Tier_2,Tier_1,U30,Under30,10Mto5M,20Mto5M,Ghana,86.0,83.0,6.1008,191.0,22.0,85above,75to84,6to6.5,150to300,20to50,AF
2900,2900,513,Juventus FC,Serie A,Kwadwo Asamoah,23,Left Back,16.2,2012,Before2016,Udinese Calcio,Serie A,D,Tier_1,Tier_2,U25,Under23,40Mto10M,20Mto5M,Ghana,80.0,76.0,5.6744,114.0,8.0,75to84,75to84,5.5to6,50to150,below20,AF
2907,2907,581,Sunderland AFC,Premier League,Asamoah Gyan,24,Centre Forward,14.4,2010,Before2016,Stade Rennais FC,Ligue 1,F,Tier_2,Tier_2,U25,Under30,40Mto10M,20Mto5M,Ghana,78.0,73.0,6.1008,156.0,50.0,75to84,65to74,6to6.5,150to300,50to100,AF
2921,2921,1838,Rubin Kazan,Other,Mubarak Wakaso,23,Central Midfield,5.4,2013,Before2016,RCD Espanyol Barcelona,Primera Division,M,Tier_2,Tier_3,U25,Under23,10Mto5M,20Mto5M,Ghana,80.0,73.0,5.6088,136.1753754,20.22582583,75to84,65to74,5.5to6,50to150,20to50,AF
2928,2928,1518,Newcastle United,Premier League,Christian Atsu,25,Left Winger,6.75,2017,After2016,Chelsea FC,Premier League,F,Tier_1,Tier_1,U25,Under30,10Mto5M,20Mto5M,Ghana,78.0,76.0,5.412000000000001,44.0,7.0,75to84,75to84,below5.5,below50,below20,AF
2934,2934,880,Aston Villa,Premier League,Jordan Ayew,23,Centre Forward,10.8,2015,Before2016,FC Lorient,Ligue 1,F,Tier_1,Tier_3,U25,Under23,40Mto10M,20Mto5M,Ghana,78.0,73.0,5.9696,159.0,31.0,75to84,65to74,6to6.5,150to300,20to50,AF
2935,2935,1909,Swansea City,Premier League,Jordan Ayew,25,Centre Forward,5.31,2016,After2016,Aston Villa,Premier League,F,Tier_2,Tier_1,U25,Under30,10Mto5M,20Mto5M,Ghana,80.0,74.0,5.9696,136.1753754,20.22582583,75to84,65to74,6to6.5,50to150,20to50,AF
2938,2938,418,Chelsea FC,Premier League,Abdul Rahman Baba,21,Left Back,18.0,2015,Before2016,FC Augsburg,1 Bundesliga,D,Tier_1,Tier_3,U21,Under23,40Mto10M,20Mto5M,Ghana,82.0,67.0,5.8712,100.0,2.0,75to84,65to74,5.5to6,50to150,below20,AF
